lead_id,policy_id,type,sum_insured,premium,riders,co_pay_percent,room_rent_rule
H202502266,H202502266-P1,life,2500000,30170,,0,
H202502268,H202502268-P1,health,500000,30163,,0,1% of SI
H202502268,H202502268-P2,health,300000,22119,critical_illness;hospital_cash,0,1% of SI
H202502269,H202502269-P1,life,20000000,39087,,0,
H202502269,H202502269-P2,life,2500000,42752,critical_illness;accidental_cover,0,
H202502270,H202502270-P1,health,500000,31341,critical_illness,0,Single Private Room
H202502271,H202502271-P1,health,500000,20616,hospital_cash,20,Single Private Room
H202502273,H202502273-P1,health,1000000,24788,accidental_cover;hospital_cash,10,1% of SI
H202502273,H202502273-P2,life,20000000,16720,critical_illness;hospital_cash,0,
H202502278,H202502278-P1,life,2500000,40401,accidental_cover;room_upgrade,0,
H202502279,H202502279-P1,life,10000000,16496,room_upgrade,0,
H202502280,H202502280-P1,health,1000000,15461,,10,1% of SI
H202502282,H202502282-P1,life,20000000,15661,,0,
H202502283,H202502283-P1,life,20000000,23425,critical_illness;accidental_cover,0,
H202502285,H202502285-P1,life,2500000,39135,hospital_cash;critical_illness,0,
H202502287,H202502287-P1,life,10000000,31614,room_upgrade;accidental_cover,0,
H202502290,H202502290-P1,health,700000,21767,,0,Single Private Room
H202502290,H202502290-P2,health,1000000,24642,accidental_cover,10,No Cap
H202502291,H202502291-P1,health,2000000,21246,,0,Single Private Room
H202502292,H202502292-P1,motor,500000,2575,,0,
H202502293,H202502293-P1,life,5000000,37769,,0,
H202502294,H202502294-P1,life,20000000,19612,critical_illness;accidental_cover,0,
H202502296,H202502296-P1,life,20000000,28516,,0,
H202502298,H202502298-P1,motor,800000,4213,,0,
H202502300,H202502300-P1,motor,300000,4147,,0,
H202502301,H202502301-P1,health,2000000,24593,critical_illness,0,Single Private Room
H202502302,H202502302-P1,life,5000000,15963,hospital_cash;accidental_cover,0,
H202502304,H202502304-P1,life,10000000,42930,,0,
H202502304,H202502304-P2,motor,500000,4852,,0,
H202502306,H202502306-P1,health,300000,23372,hospital_cash;room_upgrade,0,Single Private Room
H202502308,H202502308-P1,life,10000000,18600,,0,
H202502309,H202502309-P1,motor,800000,5491,,0,
H202502312,H202502312-P1,motor,300000,4150,,0,
H202502313,H202502313-P1,health,500000,23030,hospital_cash;critical_illness,20,Single Private Room
H202502315,H202502315-P1,motor,300000,11808,,0,
H202502315,H202502315-P2,motor,500000,9095,,0,
H202502317,H202502317-P1,health,1000000,16183,,0,No Cap
H202502318,H202502318-P1,motor,500000,9114,,0,
H202502319,H202502319-P1,health,2000000,34291,,0,1% of SI
H202502321,H202502321-P1,health,300000,14879,accidental_cover;room_upgrade,0,1% of SI
H202502323,H202502323-P1,health,300000,27897,,20,Single Private Room
H202502323,H202502323-P2,life,20000000,28230,,0,
H202502324,H202502324-P1,health,500000,9921,,20,Single Private Room
H202502325,H202502325-P1,life,20000000,39234,room_upgrade;accidental_cover,0,
H202502326,H202502326-P1,health,700000,25774,,10,1% of SI
H202502327,H202502327-P1,motor,500000,10625,,0,
H202502328,H202502328-P1,health,1000000,22404,,20,1% of SI
H202502329,H202502329-P1,motor,300000,4979,,0,
H202502330,H202502330-P1,health,500000,30534,hospital_cash,0,1% of SI
H202502333,H202502333-P1,health,700000,29499,,0,Single Private Room
H202502333,H202502333-P2,motor,300000,2954,,0,
H202502335,H202502335-P1,motor,500000,5409,,0,
H202502336,H202502336-P1,life,2500000,43468,accidental_cover,0,
H202502336,H202502336-P2,health,700000,22073,hospital_cash,20,No Cap
H202502339,H202502339-P1,motor,800000,3652,,0,
H202502341,H202502341-P1,life,10000000,28998,critical_illness;hospital_cash,0,
H202502342,H202502342-P1,health,500000,14905,,0,No Cap
H202502343,H202502343-P1,life,20000000,13249,accidental_cover;room_upgrade,0,
H202502345,H202502345-P1,motor,500000,7016,,0,
H202502347,H202502347-P1,health,300000,22314,critical_illness;room_upgrade,0,No Cap
H202502347,H202502347-P2,life,5000000,16144,,0,
H202502348,H202502348-P1,life,2500000,9260,critical_illness;room_upgrade,0,
H202502348,H202502348-P2,life,20000000,22000,room_upgrade,0,
H202502351,H202502351-P1,motor,800000,10747,,0,
H202502352,H202502352-P1,motor,500000,3671,,0,
H202502355,H202502355-P1,life,5000000,21421,critical_illness;room_upgrade,0,
H202502356,H202502356-P1,life,2500000,28288,hospital_cash;accidental_cover,0,
H202502356,H202502356-P2,health,500000,14647,accidental_cover;critical_illness,0,1% of SI
H202502357,H202502357-P1,motor,800000,6044,,0,
H202502360,H202502360-P1,life,10000000,33643,accidental_cover;critical_illness,0,
H202502364,H202502364-P1,health,2000000,21762,hospital_cash,0,Single Private Room
H202502368,H202502368-P1,life,2500000,13292,room_upgrade,0,
H202502369,H202502369-P1,health,1000000,29953,,0,1% of SI
H202502370,H202502370-P1,life,5000000,32415,,0,
H202502371,H202502371-P1,life,20000000,26971,accidental_cover,0,
H202502371,H202502371-P2,motor,800000,4774,,0,
H202502372,H202502372-P1,motor,800000,3507,,0,
H202502377,H202502377-P1,life,10000000,44548,room_upgrade;critical_illness,0,
H202502379,H202502379-P1,motor,300000,6499,,0,
H202502384,H202502384-P1,health,1000000,24973,critical_illness,0,Single Private Room
H202502387,H202502387-P1,life,5000000,36690,,0,
H202502389,H202502389-P1,motor,300000,6156,,0,
H202502393,H202502393-P1,health,1000000,21623,accidental_cover,0,1% of SI
H202502396,H202502396-P1,life,2500000,40504,accidental_cover;hospital_cash,0,
H202502397,H202502397-P1,life,2500000,15933,accidental_cover,0,
H202502398,H202502398-P1,life,2500000,25230,,0,
H202502398,H202502398-P2,motor,300000,3640,,0,
H202502399,H202502399-P1,life,10000000,37929,,0,
H202502400,H202502400-P1,motor,500000,10562,,0,
H202502401,H202502401-P1,motor,300000,5282,,0,
H202502403,H202502403-P1,motor,500000,4509,,0,
H202502404,H202502404-P1,motor,800000,4701,,0,
H202502404,H202502404-P2,motor,800000,9188,,0,
H202502407,H202502407-P1,motor,300000,5270,,0,
H202502410,H202502410-P1,life,20000000,26288,critical_illness,0,
H202502410,H202502410-P2,life,20000000,35146,critical_illness;hospital_cash,0,
H202502411,H202502411-P1,life,5000000,17118,accidental_cover,0,
H202502411,H202502411-P2,motor,500000,9212,,0,
H202502413,H202502413-P1,health,2000000,10288,accidental_cover;hospital_cash,0,Single Private Room
H202502415,H202502415-P1,motor,300000,5692,,0,
H202502417,H202502417-P1,life,2500000,29718,,0,
H202502419,H202502419-P1,motor,500000,4268,,0,
H202502420,H202502420-P1,motor,800000,9077,,0,
H202502422,H202502422-P1,health,500000,22452,,0,Single Private Room
H202502423,H202502423-P1,motor,800000,8552,,0,
H202502423,H202502423-P2,motor,300000,2964,,0,
H202502424,H202502424-P1,health,300000,18676,critical_illness,20,Single Private Room
H202502425,H202502425-P1,motor,300000,6016,,0,
H202502426,H202502426-P1,health,700000,13984,,0,1% of SI
H202502426,H202502426-P2,health,2000000,17733,hospital_cash,0,Single Private Room
H202502428,H202502428-P1,health,700000,12163,hospital_cash,20,No Cap
H202502429,H202502429-P1,health,700000,9269,hospital_cash,0,No Cap
H202502429,H202502429-P2,life,5000000,12367,accidental_cover;critical_illness,0,
H202502430,H202502430-P1,motor,300000,10981,,0,
H202502432,H202502432-P1,motor,800000,10190,,0,
H202502433,H202502433-P1,life,5000000,15020,,0,
H202502433,H202502433-P2,health,2000000,10440,,0,Single Private Room
H202502434,H202502434-P1,motor,500000,4374,,0,
H202502436,H202502436-P1,motor,500000,10828,,0,
H202502438,H202502438-P1,life,2500000,18035,,0,
H202502439,H202502439-P1,health,500000,32072,critical_illness;accidental_cover,0,Single Private Room
H202502440,H202502440-P1,motor,500000,4088,,0,
H202502441,H202502441-P1,health,300000,34843,critical_illness,0,1% of SI
H202502442,H202502442-P1,motor,500000,9249,,0,
H202502442,H202502442-P2,health,500000,23140,critical_illness,10,No Cap
H202502445,H202502445-P1,life,20000000,40345,room_upgrade;accidental_cover,0,
H202502445,H202502445-P2,life,20000000,19112,critical_illness;accidental_cover,0,
H202502446,H202502446-P1,life,10000000,19583,hospital_cash;accidental_cover,0,
H202502447,H202502447-P1,health,1000000,17538,accidental_cover;hospital_cash,10,No Cap
H202502448,H202502448-P1,health,2000000,13277,,0,Single Private Room
H202502451,H202502451-P1,life,5000000,21439,,0,
H202502452,H202502452-P1,life,2500000,44469,accidental_cover;critical_illness,0,
H202502453,H202502453-P1,health,1000000,30143,room_upgrade;accidental_cover,20,No Cap
H202502454,H202502454-P1,motor,500000,3602,,0,
H202502455,H202502455-P1,life,2500000,29284,hospital_cash,0,
H202502456,H202502456-P1,health,1000000,10716,room_upgrade,0,1% of SI
H202502456,H202502456-P2,health,300000,10743,room_upgrade;accidental_cover,0,Single Private Room
H202502457,H202502457-P1,motor,500000,8708,,0,
H202502460,H202502460-P1,motor,800000,3643,,0,
H202502462,H202502462-P1,health,500000,27226,accidental_cover;hospital_cash,20,No Cap
H202502464,H202502464-P1,life,10000000,33645,room_upgrade,0,
H202502468,H202502468-P1,health,300000,21521,,10,No Cap
H202502468,H202502468-P2,life,2500000,19231,accidental_cover,0,
H202502469,H202502469-P1,health,700000,7864,accidental_cover;hospital_cash,0,Single Private Room
H202502470,H202502470-P1,health,500000,7383,room_upgrade,0,No Cap
H202502471,H202502471-P1,life,5000000,43094,,0,
H202502473,H202502473-P1,health,700000,23527,,0,Single Private Room
H202502474,H202502474-P1,health,300000,7729,critical_illness,0,Single Private Room
H202502474,H202502474-P2,life,20000000,37072,hospital_cash,0,
H202502475,H202502475-P1,health,1000000,14007,,10,No Cap
H202502476,H202502476-P1,life,2500000,13325,,0,
H202502477,H202502477-P1,motor,500000,9538,,0,
H202502477,H202502477-P2,life,2500000,24611,,0,
H202502478,H202502478-P1,motor,800000,4126,,0,
H202502480,H202502480-P1,health,300000,17284,hospital_cash,20,Single Private Room
H202502480,H202502480-P2,life,2500000,13538,,0,
H202502482,H202502482-P1,life,20000000,9280,accidental_cover;room_upgrade,0,
H202502483,H202502483-P1,motor,800000,10863,,0,
H202502483,H202502483-P2,health,2000000,23960,accidental_cover,0,No Cap
H202502484,H202502484-P1,motor,300000,4051,,0,
H202502485,H202502485-P1,health,300000,30503,,0,No Cap
H202502485,H202502485-P2,motor,300000,7717,,0,
H202502486,H202502486-P1,motor,800000,3570,,0,
H202502487,H202502487-P1,motor,800000,10533,,0,
H202502488,H202502488-P1,health,300000,24296,room_upgrade;critical_illness,10,1% of SI
H202502489,H202502489-P1,life,2500000,25594,,0,
H202502492,H202502492-P1,health,500000,14464,room_upgrade,0,Single Private Room
H202502493,H202502493-P1,life,20000000,14207,,0,
H202502494,H202502494-P1,motor,800000,3108,,0,
H202502498,H202502498-P1,motor,500000,7562,,0,
H202502501,H202502501-P1,health,300000,19568,critical_illness;room_upgrade,20,1% of SI
H202502501,H202502501-P2,motor,800000,8360,,0,
H202502504,H202502504-P1,life,2500000,11172,critical_illness;accidental_cover,0,
H202502505,H202502505-P1,health,1000000,10909,critical_illness,0,1% of SI
H202502506,H202502506-P1,health,300000,26144,accidental_cover;critical_illness,20,1% of SI
H202502506,H202502506-P2,health,2000000,20296,,0,Single Private Room
H202502507,H202502507-P1,life,20000000,26221,hospital_cash,0,
H202502507,H202502507-P2,motor,800000,3887,,0,
H202502508,H202502508-P1,life,5000000,36382,accidental_cover;hospital_cash,0,
H202502509,H202502509-P1,motor,300000,10046,,0,
H202502510,H202502510-P1,motor,500000,2974,,0,
H202502510,H202502510-P2,health,1000000,12527,accidental_cover,10,No Cap
H202502512,H202502512-P1,health,700000,7553,accidental_cover,10,1% of SI
H202502513,H202502513-P1,motor,500000,3944,,0,
H202502514,H202502514-P1,life,20000000,28195,hospital_cash;accidental_cover,0,
H202502515,H202502515-P1,motor,300000,8162,,0,
H202502518,H202502518-P1,health,700000,14879,accidental_cover,20,No Cap
H202502519,H202502519-P1,health,300000,25496,,0,1% of SI
H202502520,H202502520-P1,life,5000000,22495,accidental_cover;critical_illness,0,
H202502521,H202502521-P1,motor,300000,11093,,0,
H202502521,H202502521-P2,life,20000000,33392,room_upgrade;accidental_cover,0,
H202502522,H202502522-P1,motor,800000,5604,,0,
H202502522,H202502522-P2,health,700000,13435,,20,1% of SI
H202502526,H202502526-P1,motor,800000,8284,,0,
H202502526,H202502526-P2,motor,500000,3173,,0,
H202502527,H202502527-P1,life,2500000,22800,accidental_cover;critical_illness,0,
H202502528,H202502528-P1,health,300000,19408,room_upgrade;critical_illness,10,Single Private Room
H202502529,H202502529-P1,motor,300000,3814,,0,
H202502529,H202502529-P2,health,300000,14400,hospital_cash;accidental_cover,10,Single Private Room
H202502530,H202502530-P1,health,2000000,25386,critical_illness;hospital_cash,0,Single Private Room
H202502532,H202502532-P1,life,10000000,26186,,0,
H202502532,H202502532-P2,health,1000000,25457,room_upgrade,0,Single Private Room
H202502535,H202502535-P1,health,500000,29940,accidental_cover,0,1% of SI
H202502536,H202502536-P1,motor,300000,5474,,0,
H202502537,H202502537-P1,health,700000,17691,accidental_cover,0,No Cap
H202502538,H202502538-P1,life,20000000,21158,,0,
H202502539,H202502539-P1,life,20000000,39299,,0,
H202502540,H202502540-P1,life,2500000,24797,,0,
H202502540,H202502540-P2,life,10000000,40518,,0,
H202502543,H202502543-P1,life,5000000,14832,,0,
H202502543,H202502543-P2,life,20000000,10058,accidental_cover;critical_illness,0,
H202502544,H202502544-P1,life,2500000,33920,room_upgrade;accidental_cover,0,
H202502545,H202502545-P1,health,700000,7306,room_upgrade;accidental_cover,0,1% of SI
H202502546,H202502546-P1,life,5000000,31226,accidental_cover,0,
H202502548,H202502548-P1,life,20000000,29282,hospital_cash,0,
H202502549,H202502549-P1,health,1000000,8718,,20,No Cap
H202502549,H202502549-P2,health,1000000,16621,accidental_cover,0,No Cap
H202502550,H202502550-P1,motor,300000,5760,,0,
H202502553,H202502553-P1,life,10000000,8005,accidental_cover,0,
H202502554,H202502554-P1,health,700000,7285,,20,Single Private Room
H202502560,H202502560-P1,life,20000000,43442,,0,
H202502564,H202502564-P1,life,2500000,41611,accidental_cover,0,
H202502564,H202502564-P2,life,20000000,32228,critical_illness,0,
H202502565,H202502565-P1,life,2500000,38544,accidental_cover,0,
H202502565,H202502565-P2,health,700000,30080,,0,1% of SI
H202502566,H202502566-P1,health,300000,31665,,0,Single Private Room
H202502569,H202502569-P1,health,700000,20693,,10,Single Private Room
H202502572,H202502572-P1,motor,300000,9041,,0,
H202502573,H202502573-P1,health,300000,18256,accidental_cover;hospital_cash,0,No Cap
H202502577,H202502577-P1,health,500000,18135,room_upgrade;critical_illness,10,1% of SI
H202502583,H202502583-P1,life,20000000,12872,room_upgrade,0,
H202502585,H202502585-P1,life,5000000,36972,,0,
H202502585,H202502585-P2,motor,500000,5789,,0,
H202502586,H202502586-P1,life,2500000,31514,accidental_cover,0,
H202502587,H202502587-P1,motor,800000,9899,,0,
H202502588,H202502588-P1,motor,500000,9472,,0,
H202502589,H202502589-P1,life,2500000,15444,critical_illness,0,
H202502591,H202502591-P1,motor,800000,7430,,0,
H202502592,H202502592-P1,health,300000,27754,critical_illness;room_upgrade,20,Single Private Room
H202502593,H202502593-P1,life,20000000,8968,,0,
H202502595,H202502595-P1,motor,500000,11794,,0,
H202502596,H202502596-P1,life,20000000,33458,,0,
H202502597,H202502597-P1,life,20000000,21920,,0,
H202502599,H202502599-P1,motor,300000,4587,,0,
H202502600,H202502600-P1,motor,800000,5030,,0,
H202502600,H202502600-P2,motor,500000,10763,,0,
H202502601,H202502601-P1,life,2500000,14466,,0,
H202502604,H202502604-P1,life,5000000,37909,room_upgrade,0,
H202502607,H202502607-P1,motor,500000,7079,,0,
H202502610,H202502610-P1,motor,800000,8399,,0,
H202502611,H202502611-P1,health,2000000,21852,critical_illness,20,No Cap
H202502614,H202502614-P1,health,300000,27733,critical_illness,10,Single Private Room
H202502615,H202502615-P1,health,2000000,23792,room_upgrade;hospital_cash,10,No Cap
H202502615,H202502615-P2,motor,800000,10712,,0,
H202502619,H202502619-P1,life,5000000,44976,room_upgrade,0,
H202502620,H202502620-P1,health,1000000,22589,room_upgrade;accidental_cover,20,1% of SI
H202502622,H202502622-P1,life,10000000,26497,accidental_cover;room_upgrade,0,
H202502623,H202502623-P1,life,20000000,42708,,0,
H202502626,H202502626-P1,motor,500000,9129,,0,
H202502628,H202502628-P1,health,2000000,17842,,20,Single Private Room
H202502629,H202502629-P1,health,700000,13521,accidental_cover;hospital_cash,0,No Cap
H202502630,H202502630-P1,motor,300000,5741,,0,
H202502632,H202502632-P1,health,700000,22894,critical_illness,10,Single Private Room
H202502634,H202502634-P1,life,10000000,12076,room_upgrade;hospital_cash,0,
H202502635,H202502635-P1,motor,500000,11931,,0,
H202502638,H202502638-P1,motor,800000,10654,,0,
H202502638,H202502638-P2,life,2500000,19386,hospital_cash;critical_illness,0,
H202502646,H202502646-P1,life,2500000,35364,accidental_cover,0,
H202502649,H202502649-P1,health,300000,21379,hospital_cash,0,No Cap
H202502650,H202502650-P1,life,2500000,31534,,0,
H202502652,H202502652-P1,health,700000,10497,,0,1% of SI
H202502654,H202502654-P1,life,5000000,12243,,0,
H202502661,H202502661-P1,health,500000,27385,room_upgrade,20,1% of SI
H202502662,H202502662-P1,health,700000,31717,hospital_cash;room_upgrade,10,No Cap
H202502665,H202502665-P1,life,20000000,17213,hospital_cash,0,
H202502667,H202502667-P1,health,700000,31546,,10,Single Private Room
H202502667,H202502667-P2,health,300000,31841,accidental_cover,10,No Cap
H202502671,H202502671-P1,health,700000,7236,critical_illness,20,Single Private Room
H202502671,H202502671-P2,health,2000000,22820,,0,No Cap
H202502673,H202502673-P1,health,300000,32747,room_upgrade,0,No Cap
H202502675,H202502675-P1,life,10000000,44122,room_upgrade;hospital_cash,0,
H202502676,H202502676-P1,life,2500000,8947,critical_illness,0,
H202502678,H202502678-P1,life,20000000,18211,,0,
H202502679,H202502679-P1,motor,800000,9337,,0,
H202502681,H202502681-P1,life,10000000,15021,room_upgrade,0,
H202502684,H202502684-P1,motor,500000,11369,,0,
H202502685,H202502685-P1,motor,300000,9838,,0,
H202502686,H202502686-P1,health,2000000,34978,,0,1% of SI
H202502688,H202502688-P1,life,20000000,17403,critical_illness;room_upgrade,0,
H202502688,H202502688-P2,health,700000,32822,critical_illness,0,No Cap
H202502689,H202502689-P1,motor,800000,8910,,0,
H202502691,H202502691-P1,health,500000,29490,critical_illness,0,Single Private Room
H202502692,H202502692-P1,health,2000000,13785,hospital_cash,20,No Cap
H202502693,H202502693-P1,motor,500000,7798,,0,
H202502694,H202502694-P1,motor,500000,10028,,0,
H202502696,H202502696-P1,health,2000000,34782,,20,Single Private Room
H202502696,H202502696-P2,health,500000,22236,,0,Single Private Room
H202502697,H202502697-P1,health,700000,12067,,20,1% of SI
H202502700,H202502700-P1,motor,300000,3419,,0,
H202502700,H202502700-P2,health,500000,13740,accidental_cover,20,Single Private Room
H202502701,H202502701-P1,life,10000000,15253,,0,
H202502704,H202502704-P1,life,2500000,16556,accidental_cover,0,
H202502706,H202502706-P1,motor,800000,5600,,0,
H202502708,H202502708-P1,motor,300000,10694,,0,
H202502710,H202502710-P1,motor,500000,4701,,0,
H202502711,H202502711-P1,health,1000000,29968,hospital_cash,20,1% of SI
H202502713,H202502713-P1,life,2500000,14771,,0,
H202502714,H202502714-P1,motor,500000,10221,,0,
H202502715,H202502715-P1,life,2500000,39363,,0,
H202502716,H202502716-P1,life,2500000,24660,,0,
H202502716,H202502716-P2,health,700000,17046,hospital_cash,0,1% of SI
H202502717,H202502717-P1,motor,800000,11554,,0,
H202502718,H202502718-P1,motor,500000,11216,,0,
H202502718,H202502718-P2,motor,500000,11493,,0,
H202502719,H202502719-P1,motor,800000,7961,,0,
H202502720,H202502720-P1,health,700000,32313,critical_illness;accidental_cover,0,Single Private Room
H202502721,H202502721-P1,motor,800000,11076,,0,
H202502722,H202502722-P1,motor,500000,2977,,0,
H202502723,H202502723-P1,life,20000000,13707,room_upgrade,0,
H202502724,H202502724-P1,life,20000000,22868,hospital_cash,0,
H202502725,H202502725-P1,motor,500000,5491,,0,
H202502726,H202502726-P1,life,10000000,32360,room_upgrade;hospital_cash,0,
H202502726,H202502726-P2,life,20000000,40288,,0,
H202502727,H202502727-P1,motor,300000,8650,,0,
H202502728,H202502728-P1,health,300000,10190,,0,1% of SI
H202502730,H202502730-P1,health,300000,32877,room_upgrade,10,No Cap
H202502732,H202502732-P1,health,500000,14467,,0,Single Private Room
H202502732,H202502732-P2,life,5000000,27632,,0,
H202502733,H202502733-P1,health,2000000,6035,critical_illness;hospital_cash,0,Single Private Room
H202502734,H202502734-P1,motor,300000,5991,,0,
H202502735,H202502735-P1,life,10000000,16674,,0,
H202502736,H202502736-P1,health,500000,8881,hospital_cash;accidental_cover,10,1% of SI
H202502737,H202502737-P1,health,300000,33175,room_upgrade,20,No Cap
H202502740,H202502740-P1,life,20000000,31581,critical_illness,0,
H202502740,H202502740-P2,motor,800000,10449,,0,
H202502741,H202502741-P1,life,20000000,9170,accidental_cover;hospital_cash,0,
H202502744,H202502744-P1,health,500000,12533,accidental_cover,0,1% of SI
H202502745,H202502745-P1,life,20000000,16386,hospital_cash,0,
H202502749,H202502749-P1,health,1000000,29624,,0,No Cap
H202502752,H202502752-P1,life,5000000,17963,,0,
H202502754,H202502754-P1,motor,800000,9379,,0,
H202502757,H202502757-P1,life,10000000,40408,,0,
H202502760,H202502760-P1,health,1000000,12097,room_upgrade;critical_illness,0,1% of SI
H202502760,H202502760-P2,health,2000000,26345,room_upgrade,0,Single Private Room
H202502762,H202502762-P1,health,2000000,28887,critical_illness,0,Single Private Room
H202502763,H202502763-P1,life,20000000,21171,critical_illness,0,
H202502763,H202502763-P2,health,300000,27999,critical_illness,20,Single Private Room
H202502765,H202502765-P1,health,500000,32420,hospital_cash,20,Single Private Room
H202502765,H202502765-P2,motor,300000,7563,,0,
H202502766,H202502766-P1,health,300000,19525,accidental_cover,10,No Cap
H202502766,H202502766-P2,motor,800000,6415,,0,
H202502767,H202502767-P1,life,2500000,17920,,0,
H202502768,H202502768-P1,health,1000000,10587,room_upgrade;accidental_cover,0,Single Private Room
H202502768,H202502768-P2,health,500000,25229,room_upgrade;accidental_cover,10,Single Private Room
H202502769,H202502769-P1,health,1000000,15298,hospital_cash;room_upgrade,0,Single Private Room
H202502770,H202502770-P1,life,5000000,40877,,0,
H202502772,H202502772-P1,motor,300000,4655,,0,
H202502774,H202502774-P1,health,500000,24939,hospital_cash,0,Single Private Room
H202502775,H202502775-P1,health,2000000,12200,hospital_cash,0,No Cap
H202502776,H202502776-P1,life,5000000,40457,,0,
H202502778,H202502778-P1,health,300000,29417,,0,Single Private Room
H202502781,H202502781-P1,motor,800000,5543,,0,
H202502783,H202502783-P1,motor,300000,8713,,0,
H202502783,H202502783-P2,health,700000,7094,accidental_cover,0,1% of SI
H202502785,H202502785-P1,health,700000,33462,,0,No Cap
H202502788,H202502788-P1,health,500000,29722,accidental_cover;critical_illness,0,1% of SI
H202502790,H202502790-P1,motor,800000,6788,,0,
H202502791,H202502791-P1,health,2000000,20870,hospital_cash;accidental_cover,0,Single Private Room
H202502792,H202502792-P1,motor,800000,2622,,0,
H202502794,H202502794-P1,health,1000000,33588,critical_illness;accidental_cover,0,Single Private Room
H202502794,H202502794-P2,motor,500000,7860,,0,
H202502796,H202502796-P1,motor,800000,6601,,0,
H202502798,H202502798-P1,health,1000000,15989,,0,Single Private Room
H202502799,H202502799-P1,life,5000000,31303,,0,
H202502799,H202502799-P2,health,300000,18780,room_upgrade,10,Single Private Room
H202502800,H202502800-P1,life,5000000,12999,,0,
H202502802,H202502802-P1,health,1000000,11008,,0,Single Private Room
H202502802,H202502802-P2,health,500000,31573,room_upgrade;hospital_cash,20,1% of SI
H202502803,H202502803-P1,motor,300000,8613,,0,
H202502804,H202502804-P1,health,2000000,16165,hospital_cash,0,No Cap
H202502804,H202502804-P2,life,20000000,20331,hospital_cash;critical_illness,0,
H202502805,H202502805-P1,life,5000000,29902,,0,
H202502805,H202502805-P2,life,5000000,24614,critical_illness;accidental_cover,0,
H202502806,H202502806-P1,health,1000000,26053,accidental_cover;hospital_cash,0,No Cap
H202502808,H202502808-P1,life,10000000,41973,accidental_cover,0,
H202502808,H202502808-P2,life,10000000,41734,,0,
H202502811,H202502811-P1,health,700000,10915,hospital_cash,0,No Cap
H202502813,H202502813-P1,health,1000000,15252,room_upgrade;hospital_cash,0,No Cap
H202502815,H202502815-P1,life,5000000,9805,critical_illness;room_upgrade,0,
H202502816,H202502816-P1,health,500000,33245,,0,No Cap
H202502820,H202502820-P1,motor,800000,9651,,0,
H202502824,H202502824-P1,motor,800000,7740,,0,
H202502825,H202502825-P1,health,500000,9111,hospital_cash;accidental_cover,0,1% of SI
H202502826,H202502826-P1,health,2000000,25600,accidental_cover,0,Single Private Room
H202502827,H202502827-P1,health,2000000,28689,,0,Single Private Room
H202502829,H202502829-P1,life,20000000,12502,hospital_cash,0,
H202502832,H202502832-P1,health,300000,13123,,0,1% of SI
H202502837,H202502837-P1,life,5000000,32717,room_upgrade;hospital_cash,0,
H202502837,H202502837-P2,health,2000000,33738,accidental_cover;critical_illness,0,1% of SI
H202502838,H202502838-P1,motor,500000,9265,,0,
H202502838,H202502838-P2,health,2000000,9134,hospital_cash;accidental_cover,10,Single Private Room
H202502840,H202502840-P1,health,300000,17179,critical_illness,0,No Cap
H202502841,H202502841-P1,motor,800000,9330,,0,
H202502843,H202502843-P1,motor,300000,10072,,0,
H202502843,H202502843-P2,health,500000,19064,accidental_cover,0,No Cap
H202502844,H202502844-P1,health,500000,27093,critical_illness,0,Single Private Room
H202502844,H202502844-P2,health,300000,23301,critical_illness;accidental_cover,0,1% of SI
H202502845,H202502845-P1,motor,500000,7134,,0,
H202502845,H202502845-P2,health,300000,29541,hospital_cash;room_upgrade,0,1% of SI
H202502846,H202502846-P1,motor,300000,7832,,0,
H202502846,H202502846-P2,life,20000000,20582,accidental_cover,0,
H202502847,H202502847-P1,life,2500000,14683,,0,
H202502847,H202502847-P2,health,300000,34415,hospital_cash,0,1% of SI
H202502848,H202502848-P1,motor,500000,3580,,0,
H202502848,H202502848-P2,health,1000000,19613,room_upgrade,20,Single Private Room
H202502849,H202502849-P1,health,300000,27094,,0,1% of SI
H202502853,H202502853-P1,motor,300000,8167,,0,
H202502854,H202502854-P1,health,700000,32640,hospital_cash,20,No Cap
H202502855,H202502855-P1,health,500000,31112,hospital_cash;critical_illness,0,1% of SI
H202502855,H202502855-P2,health,300000,24591,room_upgrade;hospital_cash,10,No Cap
H202502856,H202502856-P1,life,10000000,23243,room_upgrade,0,
H202502857,H202502857-P1,health,500000,15627,room_upgrade;accidental_cover,0,No Cap
H202502857,H202502857-P2,life,10000000,16510,room_upgrade;accidental_cover,0,
H202502858,H202502858-P1,motor,800000,8639,,0,
H202502860,H202502860-P1,health,300000,33590,hospital_cash;room_upgrade,0,1% of SI
H202502863,H202502863-P1,life,10000000,28055,accidental_cover,0,
H202502866,H202502866-P1,health,300000,14682,room_upgrade;critical_illness,0,No Cap
H202502867,H202502867-P1,motor,300000,11980,,0,
H202502868,H202502868-P1,life,5000000,39806,,0,
H202502872,H202502872-P1,motor,800000,6453,,0,
H202502876,H202502876-P1,health,2000000,30023,accidental_cover;room_upgrade,0,No Cap
H202502877,H202502877-P1,health,500000,26712,hospital_cash;critical_illness,0,1% of SI
H202502877,H202502877-P2,motor,500000,8059,,0,
H202502878,H202502878-P1,life,10000000,21351,critical_illness,0,
H202502878,H202502878-P2,motor,300000,11988,,0,
H202502879,H202502879-P1,motor,300000,9224,,0,
H202502879,H202502879-P2,life,10000000,15146,critical_illness,0,
H202502881,H202502881-P1,motor,800000,4957,,0,
